region,sector,tabanca
gabu,lugadjol,Dandula
gabu,lugadjol,Dantari Coli
gabu,lugadjol,Dinguirai
gabu,lugadjol,Engele
gabu,lugadjol,Famiredje
gabu,lugadjol,Lenquerim
gabu,lugadjol,Lugadjol
gabu,lugadjol,Malangare
gabu,lugadjol,Mareua Dacalfadjo
gabu,lugadjol,Munhine
gabu,lugadjol,Quewedje
gabu,lugadjol,Quissem
gabu,lugadjol,Senta-Sare
gabu,lugadjol,Tabadara
gabu,lugadjol,Taridje
gabu,lugadjol,Telire
gabu,lugadjol,Tenquinam
gabu,lugadjol,Venduleide
gabu,mafanco,Aliu Djau 2
gabu,mafanco,Bacar Djau
gabu,mafanco,Braima Sori
gabu,mafanco,Cabele
gabu,mafanco,Cammane
gabu,mafanco,Cancolibilo
gabu,mafanco,Canibura
gabu,mafanco,Cansamba
gabu,mafanco,Conconto
gabu,mafanco,Cumbengha
gabu,mafanco,Daharatu
gabu,mafanco,Daifa
gabu,mafanco,Dembel Uri
gabu,mafanco,Dorowa
gabu,mafanco,Fassadje_1
gabu,mafanco,Fassadje_2
gabu,mafanco,Iero Molo
gabu,mafanco,Madina Damando
gabu,mafanco,Madina Mamadu Embalo
gabu,mafanco,Madina Samba
gabu,mafanco,Mafanco
gabu,mafanco,Manohoi
gabu,mafanco,Maudo Cande
gabu,mafanco,Nhantampa
gabu,mafanco,Nhapo Maunde
gabu,mafanco,Nhapo Sintcha
gabu,mafanco,Nhaulem
gabu,mafanco,Pofa
gabu,mafanco,Salamata
gabu,mafanco,Samba Sabali
gabu,mafanco,Santo Bubuel
gabu,mafanco,Sima
gabu,mafanco,Sintcha  Mama Tchedo
gabu,mafanco,Sintcha Aliu-2
gabu,mafanco,Sintcha Calido
gabu,mafanco,Sintcha Demba Cumara
gabu,mafanco,Sintcha Fode
gabu,mafanco,Sintcha Iaia
gabu,mafanco,Sintcha Samba
gabu,mafanco,Sintcha Sene
gabu,mafanco,Sintcham Aliu
gabu,mafanco,Sintcham Bamba
gabu,mafanco,Sintcham Boriel
gabu,mafanco,Sintcham Cantaba
gabu,mafanco,Sintcham Carimo
gabu,mafanco,Sintcham Dadi
gabu,mafanco,Sintcham Nhaba
gabu,mafanco,Sintcham Selo
gabu,mafanco,Sintcham Suquel
gabu,mafanco,Tcheual
gabu,mafanco,Tonha1
gabu,mafanco,Tonha2
gabu,mafanco,Wacaba
gabu,mansadja,Aladje Tobo
gabu,mansadja,Aliu Bure
gabu,mansadja,Bantanquilim
gabu,mansadja,Bufate
gabu,mansadja,Camanca
gabu,mansadja,Cantenten
gabu,mansadja,Carura Coli
gabu,mansadja,Carura Samba
gabu,mansadja,Colicunda
gabu,mansadja,Cudum
gabu,mansadja,Demba cabar
gabu,mansadja,Djana Iaia
gabu,mansadja,Duma
gabu,mansadja,Fasse Braima
gabu,mansadja,Iero Embalo
gabu,mansadja,Ieromaro
gabu,mansadja,Madina Barra
gabu,mansadja,Madina Boebe
gabu,mansadja,Madina Mussandin
gabu,mansadja,Madina Sama
gabu,mansadja,Mansadja
gabu,mansadja,Missira
gabu,mansadja,Nema
gabu,mansadja,Nondala
gabu,mansadja,Patecure
gabu,mansadja,Saliquenhe
gabu,mansadja,Samba Cunda
gabu,mansadja,Samba Djabo
gabu,mansadja,Sintcha Bacar
gabu,mansadja,Sintcha Calilo
gabu,mansadja,Sintcha Carimo
gabu,mansadja,Sintcha Cuia
gabu,mansadja,Sintcha Djulde
gabu,mansadja,Sintcha Fade
gabu,mansadja,Sintcha Iaia
gabu,mansadja,Sintcha Mussa
gabu,mansadja,Sintcha Sambel
gabu,mansadja,Sintcha Talata
gabu,mansadja,Sintcha Ussumane
gabu,mansadja,Stcha Ullo
gabu,mansadja,Tabadjenque
gabu,mansadja,Tcherno Iaia
gabu,mansadja,Welingara
gabu,paunca,3 de Agosto
gabu,paunca,Amilcar Cabaral
gabu,paunca,Cadeu
gabu,paunca,Conghaba
gabu,paunca,Copa-Mangue
gabu,paunca,Copa-Sulei
gabu,paunca,Djaucunda
gabu,paunca,Domingos Ramos
gabu,paunca,Iero cudum
gabu,paunca,Iero Fatima
gabu,paunca,Madina Amadulai
gabu,paunca,Madina Bocar (Sintcha)
gabu,paunca,Manpurom
gabu,paunca,Queneba
gabu,paunca,Samba Cande
gabu,paunca,Sambaia
gabu,paunca,Sintcha  Djoel
gabu,paunca,Sintcha Adulai
gabu,paunca,Sintcha Bacar
gabu,paunca,Sintcha Bela
gabu,paunca,Sintcha Biro
gabu,paunca,Sintcha Dula
gabu,paunca,Sintcha Dura
gabu,paunca,Sintcha Durbali
gabu,paunca,Sintcha El Durbali
gabu,paunca,Sintcha Iero Djadja
gabu,paunca,Sintcha Imabe
gabu,paunca,Sintcha MCarimo
gabu,paunca,Sintcha Molel
gabu,paunca,Sintcha Saliu Mansonca
gabu,paunca,Sintcha Samba
gabu,paunca,Sintcha SEmbalo
gabu,paunca,Sintcha Sori
gabu,paunca,Sintcha Suncar
gabu,paunca,Sintcha Ussumane-2
gabu,paunca,Sintha Quiuto
gabu,paunca,Stcha Ussumane
gabu,pirada, Santo Ussumane
gabu,pirada,Camalidja
gabu,pirada,Colondinto
gabu,pirada,Cossi
gabu,pirada,Cupuda
gabu,pirada,Darssalame
gabu,pirada,Demussor
gabu,pirada,Diabugo
gabu,pirada,Golere
gabu,pirada,Iero Fololo
gabu,pirada,Lumbu Tugu
gabu,pirada,Mamadu Quirafi
gabu,pirada,Missira Idael
gabu,pirada,Nhapo
gabu,pirada,Pirada
gabu,pirada,Santo Aladje Bubacar
gabu,pirada,Santo Baciro
gabu,pirada,Santo Botche
gabu,pirada,Santo Laube
gabu,pirada,Santo Numbero
gabu,pirada,Santo Pate
gabu,pirada,Santo Samba Djalo
gabu,pirada,Sintcha Angola
gabu,pirada,Sissaucunda Aliu
gabu,pirada,Sissaucunda Samanco
gabu,pirada,Soncocunda
gabu,pirada,Sorilumbato
gabu,pirada,Tcheel Besel
gabu,pirada,Tcheibese
gabu,pitche,Afia Mamasamba Buaro
gabu,pitche,Afia-I
gabu,pitche,Alafissa
gabu,pitche,Bairro Madina
gabu,pitche,Benfica
gabu,pitche,Benfica Baixo
gabu,pitche,Bentem Gabao
gabu,pitche,Bentem Maunde
gabu,pitche,Bentem Misside
gabu,pitche,Binam Alimo
gabu,pitche,Binam sambael
gabu,pitche,Bodjo
gabu,pitche,Cambore
gabu,pitche,Canhamando
gabu,pitche,Capassa
gabu,pitche,Code
gabu,pitche,Copiro
gabu,pitche,Cuntim Darsalame
gabu,pitche,Cuntim Sadaba
gabu,pitche,Cuntim Sintcham Mali
gabu,pitche,Cupe
gabu,pitche,Dampare
gabu,pitche,Dembacunda
gabu,pitche,Djobel
gabu,pitche,Djobo Mori
gabu,pitche,Fadja
gabu,pitche,Iancor
gabu,pitche,Madina Copiro
gabu,pitche,Madina Paiama
gabu,pitche,Madina Tumba
gabu,pitche,Mori
gabu,pitche,Olobire
gabu,pitche,Paiama Lenguel
gabu,pitche,Paiama Sada
gabu,pitche,Pansor Boebe
gabu,pitche,Pansor-I
gabu,pitche,Pansor-II
gabu,pitche,Pitche Fulbe-I
gabu,pitche,Pitche Fulbe-II
gabu,pitche,Pitche Posto
gabu,pitche,Pitche Runde
gabu,pitche,Quenhercunda
gabu,pitche,Rauna
gabu,pitche,Sagar
gabu,pitche,Sago Fulamore
gabu,pitche,Saliu Tenquinam
gabu,pitche,Salmana
gabu,pitche,Sare Djaube
gabu,pitche,Sintabudjobi
gabu,pitche,Sintcham Arafa
gabu,pitche,Sintcham Baciro
gabu,pitche,Sintcham Braima
gabu,pitche,Sintcham Corca
gabu,pitche,Sintcham Dadi
gabu,pitche,Sintcham Demba
gabu,pitche,Sintcham El Umaro Balde
gabu,pitche,Sintcham Imabe
gabu,pitche,Sintcham Lali
gabu,pitche,Sintcham Mali
gabu,pitche,Sintcham Mamadi
gabu,pitche,Sintcham Tassiro
gabu,pitche,Sintcham Tumane
gabu,pitche,Sintchur Lama NDenda
gabu,pitche,Sutuco-Coboncara
gabu,pitche,Tabandinto
gabu,pitche,Tambatcha-I e II
gabu,pitche,Tompem
gabu,pitche,Tubum Dube
gabu,pitche,Tumbum Djau Soma
gabu,pitche,Ufoia Balerio
gabu,pitche,Ufoia Lenguel
gabu,pitche,Ufoia Pate
gabu,pitche,UFoia Runde (Baciro)
gabu,pitche,Ufoia Sadjo
gabu,pitche,Ufoia Ura
gabu,pitche,Umaro Balde
gabu,pitche,Warbe
gabu,sonaco,Bairro Praça
gabu,sonaco,Banim
gabu,sonaco,Boma
gabu,sonaco,Camande
gabu,sonaco,Candjomba
gabu,sonaco,Carantaba Cuto
gabu,sonaco,Carantaba Sama
gabu,sonaco,Carruasse
gabu,sonaco,Cudum Nhinha
gabu,sonaco,Cuianca
gabu,sonaco,Cutame
gabu,sonaco,Darsalam (Camande)
gabu,sonaco,Dembube
gabu,sonaco,Djamanto
gabu,sonaco,Djumbembe
gabu,sonaco,Embalobe
gabu,sonaco,Fulamore Bubo
gabu,sonaco,Fulamore Demba
gabu,sonaco,Gada Bundo
gabu,sonaco,Ga-Mamudo
gabu,sonaco,Ida Fula
gabu,sonaco,Ida Mandinga
gabu,sonaco,Ierocunda
gabu,sonaco,Lenqueto I
gabu,sonaco,Lenqueto Manjaco
gabu,sonaco,Lenqueto-II
gabu,sonaco,Madina Aladje Saico
gabu,sonaco,Madina Bussura
gabu,sonaco,Meta Seide
gabu,sonaco,Missira
gabu,sonaco,Nema
gabu,sonaco,Nemataba
gabu,sonaco,Nhantida
gabu,sonaco,Patassa
gabu,sonaco,Pateba
gabu,sonaco,Ponta Nova
gabu,sonaco,Sabua
gabu,sonaco,Samba Djau
gabu,sonaco,Samba Nara
gabu,sonaco,Sanael
gabu,sonaco,Saucunda
gabu,sonaco,Sibidjam
gabu,sonaco,Sintcha Bacar-I
gabu,sonaco,Sintcham Aladje
gabu,sonaco,Sintcham Bacar-II
gabu,sonaco,Sintcham Bocar
gabu,sonaco,Sintcham Boi
gabu,sonaco,Sintcham Canhe
gabu,sonaco,Sintcham Dembel
gabu,sonaco,Sintcham Djulde
gabu,sonaco,Sintcham Haine
gabu,sonaco,Sintcham Ioba
gabu,sonaco,Sintcham Mamudo
gabu,sonaco,Sintcham Mutaro
gabu,sonaco,Sintcham Nobre
gabu,sonaco,Sintcham Quecuto-I
gabu,sonaco,Sintcham Quecuto-II
gabu,sonaco,Sintcham Quemo-I
gabu,sonaco,Sintcham Quemo-II
gabu,sonaco,Sintcham Sadjori (Side)
gabu,sonaco,Sintcham Saido
gabu,sonaco,Sintcham Samba
gabu,sonaco,Sintcham Sambel
gabu,sonaco,Sintham Assana
gabu,sonaco,Sucoto
gabu,sonaco,Tuba Madina
gabu,tumana,Afia Leitao1
gabu,tumana,Afia Leitao2
gabu,tumana,Afia Quinde
gabu,tumana,Bacar Yero
gabu,tumana,Baco madina 
gabu,tumana,Badjefa
gabu,tumana,Bantandje (Madina Cuta)
gabu,tumana,Bondje1
gabu,tumana,Bondje2
gabu,tumana,Bricama
gabu,tumana,Bussura-1
gabu,tumana,Bussura-2
gabu,tumana,Cataba Alfa
gabu,tumana,Cataba Bobo
gabu,tumana,Cocare
gabu,tumana,Daifa2
gabu,tumana,Darsalam2
gabu,tumana,Darum1
gabu,tumana,Darum-2
gabu,tumana,Djai Sambalo
gabu,tumana,Duta Djara
gabu,tumana,Embalocunda
gabu,tumana,Findjur
gabu,tumana,Gundaca
gabu,tumana,Gundjur
gabu,tumana,Macade
gabu,tumana,Madina Aladje
gabu,tumana,Madina Bacar Embalo
gabu,tumana,Madina Cuba
gabu,tumana,Madina Endam
gabu,tumana,Mamadu Molo
gabu,tumana,Meta Seide
gabu,tumana,Nhartaba
gabu,tumana,Ponhe Maunde
gabu,tumana,Ponhe Yero Ba
gabu,tumana,Querewane
gabu,tumana,Quewel
gabu,tumana,Sancaba
gabu,tumana,Saradelo Malam
gabu,tumana,Saradelo Mamadu
gabu,tumana,Sintcha Diure
gabu,tumana,Sintchur Cada
gabu,tumana,ST Adulai
gabu,tumana,ST Bailo
gabu,tumana,ST Bala
gabu,tumana,ST Dembur
gabu,tumana,ST Garcia
gabu,tumana,ST Mamasamba
gabu,tumana,ST Sabo
gabu,tumana,ST Saliu
gabu,tumana,St Sambael
gabu,tumana,ST Sulai
gabu,tumana,ST Ussumane
gabu,tumana,STBarros
gabu,tumana,Stcha  Belel
gabu,tumana,STDjudju
gabu,tumana,STGudjo
gabu,tumana,STTotala
gabu,tumana,Sumacunda
gabu,tumana,Tcherno Iaia
gabu,tumana,Tengnor
gabu,tumana,Uda 
gabu,tumana,Uda Burancunda
